freq_ghz,S21_dB,S11_dB
4.365000,-25.567316,-0.012069
4.370000,-25.235086,-0.013030
4.375000,-24.951855,-0.013909
4.380000,-24.709720,-0.014708
4.385000,-24.502430,-0.015428
4.390000,-24.324968,-0.016073
4.395000,-24.173255,-0.016645
4.400000,-24.043937,-0.017149
4.405000,-23.934232,-0.017589
4.410000,-23.841808,-0.017968
4.415000,-23.764700,-0.018291
4.420000,-23.701237,-0.018560
4.425000,-23.649990,-0.018781
4.430000,-23.609731,-0.018957
4.435000,-23.579400,-0.019090
4.440000,-23.558074,-0.019184
4.445000,-23.544950,-0.019242
4.450000,-23.539326,-0.019267
4.455000,-23.540585,-0.019261
4.460000,-23.548182,-0.019228
4.465000,-23.561639,-0.019168
4.470000,-23.580529,-0.019085
4.475000,-23.604478,-0.018980
4.480000,-23.633149,-0.018854
4.485000,-23.666246,-0.018711
4.490000,-23.703504,-0.018551
4.495000,-23.744688,-0.018375
4.500000,-23.789587,-0.018186
4.505000,-23.838015,-0.017984
4.510000,-23.889808,-0.017770
4.515000,-23.944817,-0.017546
4.520000,-24.002913,-0.017313
4.525000,-24.063984,-0.017070
4.530000,-24.127928,-0.016820
4.535000,-24.194661,-0.016563
4.540000,-24.264108,-0.016300
4.545000,-24.336206,-0.016031
4.550000,-24.410905,-0.015758
4.555000,-24.488163,-0.015479
4.560000,-24.567949,-0.015197
4.565000,-24.650241,-0.014911
4.570000,-24.735025,-0.014622
4.575000,-24.822299,-0.014331
